,time,timeOfDay,skyBrightness
161,161,0.7914473594295747,0
162,162,0.791490234336858,0
163,163,0.7915331071824294,0
164,164,0.7915759779660306,0
165,165,0.7916188466874026,0
166,166,0.7916617133462869,0
167,167,0.7917045779424251,0
168,168,0.7917474404755582,0
169,169,0.7917903009454283,0
170,170,0.791833159351777,0
171,171,0.7918760156943456,0
172,172,0.7919188699728755,0
173,173,0.7919617221871089,0
174,174,0.7920045723367872,0
175,175,0.7920474204216523,0
176,176,0.7920902664414458,0
177,177,0.7921331103959096,0
178,178,0.7921759522847855,0
179,179,0.7922187921078155,0
180,180,0.7922616298647416,0
181,181,0.7923044655553054,0
182,182,0.792347299179249,0
183,183,0.7923901307363147,0
184,184,0.7924329602262441,0
185,185,0.7924757876487796,0
186,186,0.7925186130036636,0
187,187,0.7925614362906375,0
188,188,0.7926042575094442,0
189,189,0.7926470766598254,0
190,190,0.792689893741524,0
191,191,0.7927327087542816,0
192,192,0.7927755216978412,0
193,193,0.7928183325719447,0
194,194,0.7928611413763346,0
195,195,0.7929039481107535,0
196,196,0.7929467527749439,0
197,197,0.792989555368648,0
198,198,0.7930323558916088,0
199,199,0.7930751543435687,0
200,200,0.7931179507242702,0
201,201,0.793160745033456,0
202,202,0.7932035372708688,0
203,203,0.7932463274362517,0
204,204,0.7932891155293467,0
205,205,0.7933319015498973,0
206,206,0.7933746854976462,0
207,207,0.7934174673723359,0
208,208,0.7934602471737097,0
209,209,0.7935030249015105,0
210,210,0.7935458005554811,0
211,211,0.7935885741353644,0
212,212,0.7936313456409042,0
213,213,0.7936741150718425,0
214,214,0.7937168824279232,0
215,215,0.7937596477088893,0
216,216,0.7938024109144838,0
217,217,0.7938451720444499,0
218,218,0.7938879310985314,0
219,219,0.7939306880764709,0
220,220,0.7939734429780122,0
221,221,0.7940161958028985,0
222,222,0.7940589465508733,0
223,223,0.7941016952216797,0
224,224,0.7941444418150617,0
225,225,0.7941871863307625,0
226,226,0.7942299287685256,0
227,227,0.7942726691280949,0
228,228,0.7943154074092137,0
229,229,0.7943581436116256,0
230,230,0.7944008777350747,0
231,231,0.7944436097793043,0
232,232,0.7944863397440587,0
233,233,0.7945290676290809,0
234,234,0.7945717934341155,0
235,235,0.7946145171589057,0
236,236,0.7946572388031962,0
237,237,0.7946999583667301,0
238,238,0.7947426758492521,0
239,239,0.7947853912505057,0
240,240,0.7948281045702353,0
241,241,0.7948708158081846,0
242,242,0.7949135249640981,0
243,243,0.7949562320377197,0
244,244,0.7949989370287938,0
245,245,0.7950416399370644,0
246,246,0.7950843407622759,0
247,247,0.7951270395041726,0
248,248,0.7951697361624986,0
249,249,0.7952124307369988,0
250,250,0.7952551232274171,0
251,251,0.795297813633498,0
252,252,0.7953405019549863,0
253,253,0.7953831881916263,0
254,254,0.7954258723431624,0
255,255,0.7954685544093394,0
256,256,0.7955112343899019,0
257,257,0.7955539122845945,0
258,258,0.7955965880931618,0
259,259,0.7956392618153486,0
260,260,0.7956819334508999,0
261,261,0.79572460299956,0
262,262,0.7957672704610744,0
263,263,0.7958099358351873,0
264,264,0.795852599121644,0
265,265,0.7958952603201892,0
266,266,0.7959379194305681,0
267,267,0.7959805764525258,0
268,268,0.796023231385807,0
269,269,0.7960658842301568,0
270,270,0.7961085349853207,0
271,271,0.7961511836510438,0
272,272,0.7961938302270708,0
273,273,0.7962364747131474,0
274,274,0.7962791171090186,0
275,275,0.7963217574144298,0
276,276,0.7963643956291264,0
277,277,0.7964070317528537,0
278,278,0.7964496657853571,0
279,279,0.7964922977263823,0
280,280,0.7965349275756743,0
281,281,0.7965775553329788,0
282,282,0.7966201809980417,0
283,283,0.7966628045706079,0
284,284,0.7967054260504236,0
285,285,0.7967480454372344,0
286,286,0.7967906627307858,0
287,287,0.7968332779308233,0
288,288,0.7968758910370933,0
289,289,0.7969185020493411,0
290,290,0.7969611109673128,0
291,291,0.7970037177907541,0
292,292,0.797046322519411,0
293,293,0.7970889251530294,0
294,294,0.7971315256913553,0
295,295,0.7971741241341347,0
296,296,0.7972167204811136,0
297,297,0.7972593147320385,0
298,298,0.7973019068866547,0
299,299,0.7973444969447091,0
300,300,0.7973870849059476,0
301,301,0.7974296707701164,0
302,302,0.797472254536962,0
303,303,0.7975148362062304,0
304,304,0.797557415777668,0
305,305,0.7975999932510213,0
306,306,0.7976425686260368,0
307,307,0.7976851419024605,0
308,308,0.7977277130800395,0
309,309,0.7977702821585199,0
310,310,0.7978128491376485,0
311,311,0.7978554140171715,0
312,312,0.797897976796836,0
313,313,0.7979405374763884,0
314,314,0.7979830960555754,0
315,315,0.7980256525341437,0
316,316,0.7980682069118403,0
317,317,0.7981107591884117,0
318,318,0.7981533093636051,0
319,319,0.7981958574371671,0
320,320,0.7982384034088446,0
321,321,0.7982809472783847,0
322,322,0.7983234890455343,0
323,323,0.7983660287100406,0
324,324,0.7984085662716506,0
325,325,0.7984511017301109,0
326,326,0.7984936350851694,0
327,327,0.7985361663365728,0
328,328,0.7985786954840682,0
329,329,0.7986212225274033,0
330,330,0.7986637474663251,0
331,331,0.7987062703005808,0
332,332,0.7987487910299181,0
333,333,0.7987913096540841,0
334,334,0.7988338261728263,0
335,335,0.798876340585892,0
336,336,0.798918852893029,0
337,337,0.7989613630939846,0
338,338,0.7990038711885065,0
339,339,0.799046377176342,0
340,340,0.7990888810572391,0
341,341,0.7991313828309455,0
342,342,0.7991738824972084,0
343,343,0.7992163800557762,0
344,344,0.7992588755063963,0
345,345,0.7993013688488165,0
346,346,0.7993438600827848,0
347,347,0.799386349208049,0
348,348,0.799428836224357,0
349,349,0.7994713211314569,0
350,350,0.7995138039290967,0
351,351,0.7995562846170241,0
352,352,0.7995987631949873,0
353,353,0.7996412396627349,0
354,354,0.7996837140200147,0
355,355,0.7997261862665747,0
356,356,0.7997686564021631,0
357,357,0.7998111244265284,0
358,358,0.7998535903394188,0
359,359,0.7998960541405826,0
360,360,0.7999385158297683,0
361,361,0.799980975406724,0
362,362,0.8000234328711985,0
363,363,0.80006588822294,0
364,364,0.8001083414616968,0
365,365,0.8001507925872179,0
366,366,0.8001932415992518,0
367,367,0.8002356884975468,0
368,368,0.8002781332818518,0
369,369,0.8003205759519156,0
370,370,0.8003630165074865,0
371,371,0.8004054549483137,0
372,372,0.8004478912741458,0
373,373,0.8004903254847315,0
374,374,0.8005327575798198,0
375,375,0.8005751875591599,0
376,376,0.8006176154225001,0
377,377,0.8006600411695898,0
378,378,0.800702464800178,0
379,379,0.8007448863140136,0
380,380,0.800787305710846,0
381,381,0.8008297229904238,0
382,382,0.8008721381524966,0
383,383,0.8009145511968132,0
384,384,0.8009569621231232,0
385,385,0.8009993709311757,0
386,386,0.80104177762072,0
387,387,0.8010841821915055,0
388,388,0.8011265846432815,0
389,389,0.8011689849757975,0
390,390,0.8012113831888028,0
391,391,0.801253779282047,0
392,392,0.8012961732552796,0
393,393,0.8013385651082503,0
394,394,0.8013809548407083,0
395,395,0.8014233424524035,0
396,396,0.8014657279430856,0
397,397,0.8015081113125042,0
398,398,0.8015504925604091,0
399,399,0.80159287168655,0
400,400,0.8016352486906767,0
401,401,0.8016776235725392,0
402,402,0.8017199963318874,0
403,403,0.8017623669684708,0
404,404,0.8018047354820399,0
405,405,0.8018471018723443,0
406,406,0.8018894661391344,0
407,407,0.8019318282821596,0
408,408,0.801974188301171,0
409,409,0.8020165461959176,0
410,410,0.8020589019661507,0
411,411,0.8021012556116195,0
412,412,0.802143607132075,0
413,413,0.8021859565272669,0
414,414,0.8022283037969462,0
415,415,0.8022706489408625,0
416,416,0.8023129919587667,0
417,417,0.8023553328504093,0
418,418,0.8023976716155401,0
419,419,0.8024400082539104,0
420,420,0.8024823427652704,0
421,421,0.8025246751493705,0
422,422,0.8025670054059614,0
423,423,0.802609333534794,0
424,424,0.8026516595356189,0
425,425,0.8026939834081865,0
426,426,0.8027363051522478,0
427,427,0.8027786247675537,0
428,428,0.8028209422538549,0
429,429,0.8028632576109022,0
430,430,0.8029055708384466,0
431,431,0.8029478819362389,0
432,432,0.8029901909040303,0
433,433,0.8030324977415718,0
434,434,0.8030748024486142,0
435,435,0.8031171050249087,0
436,436,0.8031594054702066,0
437,437,0.8032017037842589,0
438,438,0.8032439999668166,0
439,439,0.8032862940176314,0
440,440,0.8033285859364541,0
441,441,0.8033708757230363,0
442,442,0.8034131633771292,0
443,443,0.8034554488984843,0
444,444,0.803497732286853,0
445,445,0.8035400135419866,0
446,446,0.8035822926636368,0
447,447,0.8036245696515548,0
448,448,0.8036668445054923,0
449,449,0.8037091172252012,0
450,450,0.8037513878104328,0
451,451,0.8037936562609388,0
452,452,0.8038359225764712,0
453,453,0.8038781867567812,0
454,454,0.8039204488016211,0
455,455,0.8039627087107424,0
456,456,0.804004966483897,0
457,457,0.804047222120837,0
458,458,0.8040894756213142,0
459,459,0.8041317269850804,0
460,460,0.8041739762118878,0
461,461,0.8042162233014882,0
462,462,0.804258468253634,0
463,463,0.8043007110680773,0
464,464,0.8043429517445698,0
465,465,0.8043851902828644,0
466,466,0.8044274266827124,0
467,467,0.8044696609438668,0
468,468,0.8045118930660795,0
469,469,0.8045541230491032,0
470,470,0.80459635089269,0
471,471,0.8046385765965923,0
472,472,0.8046808001605625,0
473,473,0.8047230215843532,0
474,474,0.804765240867717,0
475,475,0.8048074580104062,0
476,476,0.8048496730121735,0
477,477,0.8048918858727715,0
478,478,0.8049340965919528,0
479,479,0.8049763051694704,0
480,480,0.8050185116050766,0
481,481,0.8050607158985246,0
482,482,0.8051029180495668,0
483,483,0.8051451180579562,0
484,484,0.8051873159234457,0
485,485,0.8052295116457885,0
486,486,0.805271705224737,0
487,487,0.8053138966600445,0
488,488,0.805356085951464,0
489,489,0.8053982730987487,0
490,490,0.8054404581016513,0
491,491,0.8054826409599253,0
492,492,0.8055248216733238,0
493,493,0.8055670002416,0
494,494,0.8056091766645072,0
495,495,0.8056513509417984,0
496,496,0.8056935230732272,0
497,497,0.8057356930585469,0
498,498,0.8057778608975107,0
499,499,0.8058200265898723,0
500,500,0.8058621901353851,0
501,501,0.8059043515338026,0
502,502,0.8059465107848783,0
503,503,0.8059886678883657,0
504,504,0.8060308228440185,0
505,505,0.8060729756515904,0
506,506,0.8061151263108352,0
507,507,0.8061572748215063,0
508,508,0.8061994211833575,0
509,509,0.8062415653961429,0
510,510,0.8062837074596162,0
511,511,0.8063258473735312,0
512,512,0.8063679851376416,0
513,513,0.8064101207517019,0
514,514,0.8064522542154656,0
515,515,0.806494385528687,0
516,516,0.80653651469112,0
517,517,0.8065786417025187,0
518,518,0.8066207665626371,0
519,519,0.8066628892712299,0
520,520,0.8067050098280508,0
521,521,0.8067471282328541,0
522,522,0.806789244485394,0
523,523,0.8068313585854252,0
524,524,0.806873470532702,0
525,525,0.8069155803269782,0
526,526,0.8069576879680088,0
527,527,0.8069997934555481,0
528,528,0.8070418967893507,0
529,529,0.8070839979691709,0
530,530,0.8071260969947632,0
531,531,0.8071681938658827,0
532,532,0.8072102885822838,0
533,533,0.8072523811437211,0
534,534,0.807294471549949,0
535,535,0.8073365598007229,0
536,536,0.8073786458957976,0
537,537,0.8074207298349272,0
538,538,0.8074628116178671,0
539,539,0.8075048912443722,0
540,540,0.8075469687141972,0
541,541,0.8075890440270973,0
542,542,0.8076311171828277,0
543,543,0.8076731881811429,0
544,544,0.8077152570217984,0
545,545,0.8077573237045491,0
546,546,0.8077993882291504,0
547,547,0.8078414505953573,0
548,548,0.8078835108029253,0
549,549,0.8079255688516094,0
550,550,0.8079676247411648,0
551,551,0.8080096784713473,0
552,552,0.808051730041912,0
553,553,0.8080937794526143,0
554,554,0.8081358267032098,0
555,555,0.8081778717934539,0
556,556,0.808219914723102,0
557,557,0.8082619554919098,0
558,558,0.8083039940996332,0
559,559,0.8083460305460274,0
560,560,0.8083880648308482,0
561,561,0.8084300969538516,0
562,562,0.8084721269147929,0
563,563,0.8085141547134281,0
564,564,0.8085561803495133,0
565,565,0.8085982038228039,0
566,566,0.8086402251330561,0
567,567,0.8086822442800258,0
568,568,0.808724261263469,0
569,569,0.8087662760831414,0
570,570,0.8088082887387994,0
571,571,0.808850299230199,0
572,572,0.8088923075570964,0
573,573,0.8089343137192477,0
574,574,0.8089763177164091,0
575,575,0.8090183195483367,0
576,576,0.809060319214787,0
577,577,0.8091023167155161,0
578,578,0.8091443120502806,0
579,579,0.8091863052188367,0
580,580,0.8092282962209408,0
581,581,0.8092702850563495,0
582,582,0.8093122717248192,0
583,583,0.8093542562261063,0
584,584,0.8093962385599678,0
585,585,0.80943821872616,0
586,586,0.8094801967244395,0
587,587,0.809522172554563,0
588,588,0.8095641462162874,0
589,589,0.8096061177093693,0
590,590,0.8096480870335657,0
591,591,0.809690054188633,0
592,592,0.8097320191743286,0
593,593,0.809773981990409,0
594,594,0.8098159426366314,0
595,595,0.8098579011127525,0
596,596,0.8098998574185295,0
597,597,0.8099418115537196,0
598,598,0.8099837635180798,0
599,599,0.8100257133113669,0
600,600,0.8100676609333385,0
601,601,0.8101096063837515,0
602,602,0.8101515496623635,0
603,603,0.8101934907689315,0
604,604,0.8102354297032127,0
605,605,0.8102773664649646,0
606,606,0.8103193010539448,0
607,607,0.8103612334699105,0
608,608,0.8104031637126191,0
609,609,0.8104450917818283,0
610,610,0.8104870176772955,0
611,611,0.8105289413987785,0
612,612,0.8105708629460344,0
613,613,0.8106127823188215,0
614,614,0.810654699516897,0
615,615,0.8106966145400186,0
616,616,0.8107385273879446,0
617,617,0.8107804380604323,0
618,618,0.8108223465572397,0
619,619,0.8108642528781247,0
620,620,0.8109061570228452,0
621,621,0.810948058991159,0
622,622,0.8109899587828244,0
623,623,0.811031856397599,0
624,624,0.8110737518352412,0
625,625,0.8111156450955092,0
626,626,0.8111575361781607,0
627,627,0.8111994250829541,0
628,628,0.8112413118096476,0
629,629,0.8112831963579996,0
630,630,0.811325078727768,0
631,631,0.8113669589187116,0
632,632,0.8114088369305884,0
633,633,0.8114507127631571,0
634,634,0.8114925864161756,0
635,635,0.8115344578894031,0
636,636,0.8115763271825974,0
637,637,0.8116181942955176,0
638,638,0.8116600592279221,0
639,639,0.8117019219795694,0
640,640,0.811743782550218,0
641,641,0.8117856409396271,0
642,642,0.8118274971475552,0
643,643,0.8118693511737609,0
644,644,0.8119112030180031,0
645,645,0.8119530526800408,0
646,646,0.8119949001596328,0
647,647,0.8120367454565379,0
648,648,0.8120785885705152,0
649,649,0.8121204295013236,0
650,650,0.8121622682487223,0
651,651,0.8122041048124702,0
652,652,0.8122459391923263,0
653,653,0.8122877713880499,0
654,654,0.8123296013994002,0
655,655,0.8123714292261366,0
656,656,0.812413254868018,0
657,657,0.8124550783248038,0
658,658,0.8124968995962533,0
659,659,0.8125387186821261,0
660,660,0.8125805355821814,0
661,661,0.8126223502961786,0
662,662,0.8126641628238773,0
663,663,0.8127059731650371,0
664,664,0.8127477813194175,0
665,665,0.8127895872867779,0
666,666,0.812831391066878,0
667,667,0.8128731926594776,0
668,668,0.8129149920643365,0
669,669,0.8129567892812141,0
670,670,0.8129985843098705,0
671,671,0.8130403771500653,0
672,672,0.8130821678015584,0
673,673,0.8131239562641097,0
674,674,0.8131657425374792,0
675,675,0.8132075266214268,0
676,676,0.8132493085157128,0
677,677,0.8132910882200969,0
678,678,0.8133328657343389,0
679,679,0.8133746410581996,0
680,680,0.8134164141914387,0
681,681,0.8134581851338168,0
682,682,0.8134999538850934,0
683,683,0.8135417204450297,0
684,684,0.8135834848133854,0
685,685,0.8136252469899209,0
686,686,0.8136670069743966,0
687,687,0.8137087647665732,0
688,688,0.8137505203662107,0
689,689,0.81379227377307,0
690,690,0.8138340249869113,0
691,691,0.8138757740074953,0
692,692,0.8139175208345827,0
693,693,0.8139592654679343,0
694,694,0.8140010079073104,0
695,695,0.8140427481524718,0
696,696,0.8140844862031794,0
697,697,0.8141262220591939,0
698,698,0.8141679557202762,0
699,699,0.8142096871861874,0
700,700,0.8142514164566877,0
701,701,0.8142931435315385,0
702,702,0.8143348684105011,0
703,703,0.8143765910933362,0
704,704,0.8144183115798045,0
705,705,0.8144600298696675,0
706,706,0.8145017459626865,0
707,707,0.8145434598586224,0
708,708,0.8145851715572364,0
709,709,0.8146268810582896,0
710,710,0.8146685883615438,0
711,711,0.8147102934667599,0
712,712,0.8147519963736993,0
713,713,0.8147936970821235,0
714,714,0.8148353955917939,0
715,715,0.814877091902472,0
716,716,0.8149187860139193,0
717,717,0.8149604779258972,0
718,718,0.8150021676381675,0
719,719,0.8150438551504916,0
720,720,0.8150855404626315,0
721,721,0.8151272235743486,0
722,722,0.8151689044854047,0
723,723,0.8152105831955616,0
724,724,0.8152522597045812,0
725,725,0.8152939340122253,0
726,726,0.8153356061182556,0
727,727,0.815377276022434,0
728,728,0.8154189437245231,0
729,729,0.8154606092242842,0
730,730,0.8155022725214796,0
731,731,0.8155439336158713,0
732,732,0.8155855925072214,0
733,733,0.8156272491952922,0
734,734,0.8156689036798457,0
735,735,0.8157105559606443,0
736,736,0.8157522060374501,0
737,737,0.8157938539100257,0
738,738,0.8158354995781333,0
739,739,0.8158771430415349,0
740,740,0.8159187842999933,0
741,741,0.815960423353271,0
742,742,0.8160020602011304,0
743,743,0.8160436948433337,0
744,744,0.8160853272796441,0
745,745,0.8161269575098237,0
746,746,0.8161685855336355,0
747,747,0.8162102113508417,0
748,748,0.8162518349612053,0
749,749,0.8162934563644892,0
750,750,0.8163350755604561,0
751,751,0.8163766925488689,0
752,752,0.8164183073294901,0
753,753,0.8164599199020829,0
754,754,0.8165015302664104,0
755,755,0.8165431384222352,0
756,756,0.8165847443693206,0
757,757,0.8166263481074294,0
758,758,0.8166679496363249,0
759,759,0.8167095489557704,0
760,760,0.8167511460655289,0
761,761,0.8167927409653633,0
762,762,0.8168343336550373,0
763,763,0.816875924134314,0
764,764,0.8169175124029566,0
765,765,0.8169590984607288,0
766,766,0.8170006823073938,0
767,767,0.8170422639427147,0
768,768,0.8170838433664557,0
769,769,0.8171254205783797,0
770,770,0.8171669955782505,0
771,771,0.8172085683658317,0
772,772,0.8172501389408868,0
773,773,0.8172917073031796,0
774,774,0.8173332734524738,0
775,775,0.8173748373885329,0
776,776,0.8174163991111211,0
777,777,0.8174579586200018,0
778,778,0.8174995159149393,0
779,779,0.8175410709956971,0
780,780,0.8175826238620391,0
781,781,0.8176241745137295,0
782,782,0.8176657229505322,0
783,783,0.8177072691722115,0
784,784,0.817748813178531,0
785,785,0.8177903549692552,0
786,786,0.8178318945441481,0
787,787,0.8178734319029739,0
788,788,0.8179149670454967,0
789,789,0.8179564999714813,0
790,790,0.8179980306806914,0
791,791,0.8180395591728917,0
792,792,0.8180810854478464,0
793,793,0.8181226095053201,0
794,794,0.818164131345077,0
795,795,0.818205650966882,0
796,796,0.8182471683704992,0
797,797,0.8182886835556933,0
798,798,0.8183301965222292,0
799,799,0.8183717072698711,0
800,800,0.8184132157983841,0
801,801,0.8184547221075326,0
802,802,0.8184962261970816,0
803,803,0.8185377280667959,0
804,804,0.8185792277164401,0
805,805,0.8186207251457794,0
806,806,0.8186622203545785,0
807,807,0.8187037133426024,0
808,808,0.8187452041096162,0
809,809,0.8187866926553845,0
810,810,0.8188281789796731,0
811,811,0.8188696630822466,0
812,812,0.8189111449628702,0
813,813,0.8189526246213091,0
814,814,0.8189941020573285,0
815,815,0.819035577270694,0
816,816,0.8190770502611705,0
817,817,0.8191185210285234,0
818,818,0.8191599895725185,0
819,819,0.8192014558929204,0
820,820,0.8192429199894952,0
821,821,0.819284381862008,0
822,822,0.8193258415102247,0
823,823,0.8193672989339106,0
824,824,0.8194087541328314,0
825,825,0.8194502071067529,0
826,826,0.8194916578554402,0
827,827,0.8195331063786598,0
828,828,0.819574552676177,0
829,829,0.8196159967477575,0
830,830,0.8196574385931674,0
831,831,0.8196988782121725,0
832,832,0.8197403156045385,0
833,833,0.8197817507700318,0
834,834,0.8198231837084181,0
835,835,0.8198646144194632,0
836,836,0.8199060429029336,0
837,837,0.8199474691585951,0
838,838,0.8199888931862139,0
839,839,0.8200303149855562,0
840,840,0.8200717345563883,0
841,841,0.8201131518984762,0
842,842,0.8201545670115866,0
843,843,0.8201959798954855,0
844,844,0.8202373905499393,0
845,845,0.8202787989747145,0
846,846,0.8203202051695775,0
847,847,0.8203616091342948,0
848,848,0.8204030108686328,0
849,849,0.8204444103723582,0
850,850,0.8204858076452375,0
851,851,0.8205272026870375,0
852,852,0.8205685954975247,0
853,853,0.820609986076466,0
854,854,0.8206513744236276,0
855,855,0.8206927605387772,0
856,856,0.820734144421681,0
857,857,0.8207755260721058,0
858,858,0.8208169054898188,0
859,859,0.8208582826745868,0
860,860,0.8208996576261769,0
861,861,0.8209410303443558,0
862,862,0.820982400828891,0
863,863,0.8210237690795493,0
864,864,0.8210651350960981,0
865,865,0.821106498878304,0
866,866,0.8211478604259349,0
867,867,0.8211892197387575,0
868,868,0.8212305768165394,0
869,869,0.821271931659048,0
870,870,0.8213132842660502,0
871,871,0.8213546346373137,0
872,872,0.8213959827726063,0
873,873,0.8214373286716948,0
874,874,0.8214786723343471,0
875,875,0.8215200137603307,0
876,876,0.8215613529494131,0
877,877,0.8216026899013619,0
878,878,0.8216440246159449,0
879,879,0.8216853570929299,0
880,880,0.8217266873320844,0
881,881,0.8217680153331764,0
882,882,0.8218093410959736,0
883,883,0.8218506646202437,0
884,884,0.8218919859057547,0
885,885,0.8219333049522749,0
886,886,0.8219746217595718,0
887,887,0.8220159363274137,0
888,888,0.8220572486555685,0
889,889,0.8220985587438041,0
890,890,0.822139866591889,0
891,891,0.8221811721995914,0
892,892,0.822222475566679,0
893,893,0.8222637766929206,0
894,894,0.8223050755780843,0
895,895,0.8223463722219382,0
896,896,0.8223876666242509,0
897,897,0.8224289587847906,0
898,898,0.8224702487033261,0
899,899,0.8225115363796256,0
900,900,0.8225528218134576,0
901,901,0.8225941050045905,0
902,902,0.8226353859527933,0
903,903,0.8226766646578344,0
904,904,0.8227179411194824,0
905,905,0.822759215337506,0
906,906,0.822800487311674,0
907,907,0.8228417570417553,0
908,908,0.8228830245275187,0
909,909,0.8229242897687329,0
910,910,0.8229655527651666,0
911,911,0.8230068135165894,0
912,912,0.8230480720227699,0
913,913,0.8230893282834768,0
914,914,0.8231305822984796,0
915,915,0.8231718340675472,0
916,916,0.8232130835904488,0
917,917,0.8232543308669534,0
918,918,0.8232955758968306,0
919,919,0.823336818679849,0
920,920,0.8233780592157784,0
921,921,0.823419297504388,0
922,922,0.8234605335454471,0
923,923,0.8235017673387252,0
924,924,0.8235429988839916,0
925,925,0.8235842281810157,0
926,926,0.8236254552295673,0
927,927,0.8236666800294158,0
928,928,0.8237079025803306,0
929,929,0.8237491228820817,0
930,930,0.8237903409344386,0
931,931,0.8238315567371708,0
932,932,0.8238727702900482,0
933,933,0.8239139815928408,0
934,934,0.8239551906453181,0
935,935,0.8239963974472501,0
936,936,0.8240376019984067,0
937,937,0.8240788042985576,0
